route_id,route_location,is_this_route_predominantly,select_the_statement_that,objectid,does_litter_obstruct_the,select_the_statement_that_1,how_many_large_abandoned,how_many_instances_of_graffiti,how_many_instances_of_graffiti_1,how_many_instances_of_graffiti_2,select_the_statement_that_2,how_many_instances_of_feces,how_many_abandoned_syringes,how_many_used_or_opened,how_many_dead_animals_are,does_the_route_have_one_or,are_any_trash_receptacles,is_sidewalk_clearance_less,does_the_sidewalk_have_any,does_the_sidewalk_have_any_1,do_you_detect_any_strong,does_the_route_have_one_or_1,creationdate,analysis_neighborhoods,evaluation_period,does_any_graffiti_include,does_any_graffiti_appear,what_types_of_items_are,does_illegal_dumping_obstruct,how_severe_are_the_pavement,are_there_closed_unlabeled,is_the_pile_of_item_s_more,which_of_the_following_issues,how_many_instances_of_broken,if_yes_identify_the_cause,other_dumped_items,if_yes_is_the_odor_from_a,other_sidewalk_obstructions
16750,LONG BRIDGE ST BETWEEN 04TH ST AND CORINNE WOODS WAY,1,2,3605,0,3,4,1,5,10,1,4,0,0,0,1,0,0,1,0,0,0,2024-05-29T18:29:03.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,1517,0,2,0,1,,,,,,
1862,MISSION ST BETWEEN MORSE ST AND FARRAGUT AVE,1,,3715,,,4,3,14,40,5,0,0,0,0,1,0,0,0,0,0,1,2024-06-07T16:57:52.000,5 - Excelsior,July 2023 - June 2024,0,0,1719,0,,0,1,5,5,,,,
14371,SACRAMENTO ST BETWEEN GRANT AVE AND STOCKTON ST,1,2,3740,0,2,3,8,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2024-06-11T21:28:04.000,21 - Chinatown,July 2023 - June 2024,0,0,17,0,3,0,1,1256,,,,,
9905,QUINT ST BETWEEN NEWCOMB AVE AND OAKDALE AVE,1,3,3816,0,4,7,14,27,6,5,0,0,0,0,0,0,0,0,0,0,0,2024-06-20T15:55:25.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,1817,0,,0,1,,4,,,,
13988,SHARON ST BETWEEN 15TH ST AND 16TH ST,2,2,41,0,3,9,0,5,3,1,4,0,0,0,0,0,0,1,1,0,0,2023-08-21T16:25:02.000,3 - Castro/Upper Market,July 2023 - June 2024,1,0,1619417,0,3,0,1,,,,,,
14230,SAN BRUNO AVE BETWEEN BURROWS ST AND BACON ST,1,2,275,0,3,2,101,37,8,1,0,0,0,0,1,0,0,1,0,0,1,2023-09-15T18:53:08.000,"10 - Portola, Visitacion Valley",July 2023 - June 2024,1,0,1716,0,2,0,1,56,,,,,
10761,OCEAN AVE BETWEEN HOWTH ST AND GENEVA AVE,1,3,3151,0,5,3,8,68,44,5,0,0,0,0,0,0,0,1,1,0,1,2024-04-04T22:40:33.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,1,0,1917,0,3,0,1,15,3,,,,
8682,HARRIET ST BETWEEN HOWARD ST AND FOLSOM ST,2,3,155,0,3,5,0,14,6,3,6,0,0,0,0,0,1,1,0,0,0,2023-08-30T20:19:16.000,23 - South of Market,July 2023 - June 2024,0,1,151917,0,2,0,1,,1,5,,,
9328,TARAVAL ST BETWEEN 21ST AVE AND 22ND AVE,1,2,1677,0,4,2,7,11,4,1,0,0,0,0,1,0,0,1,0,0,0,2023-10-16T20:59:45.000,12 - Sunset/Parkside,July 2023 - June 2024,0,1,17,0,1,0,1,,,,,,
6564,IRVING ST BETWEEN 19TH AVE AND 20TH AVE,1,3,1651,0,3,1,101,28,0,1,0,0,0,0,1,0,0,0,0,0,0,2023-10-16T14:34:11.000,12 - Sunset/Parkside,July 2023 - June 2024,1,1,17,0,,0,1,,,,,,
2882,CLAY ST BETWEEN GRANT AVE AND STOCKTON ST,1,2,1697,0,3,4,101,17,2,2,0,0,0,0,0,0,0,0,0,0,0,2023-10-17T19:08:12.000,21 - Chinatown,July 2023 - June 2024,1,1,17,0,,0,1,,1,,,,
1097,EMERY LN BETWEEN VALLEJO ST AND END: 1-99 BLOCK,1,2,3733,0,2,10,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,2024-06-11T20:14:51.000,21 - Chinatown,July 2023 - June 2024,0,,21620,0,2,0,1,,,,,,
13186,ULLOA ST BETWEEN 19TH AVE AND 20TH AVE,2,2,230,0,2,16,0,9,3,1,0,0,0,0,1,0,0,0,0,0,0,2023-09-07T23:04:55.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,17,0,,1,1,,,,,,
7215,GILMAN AVE BETWEEN GIANTS DR AND GRIFFITH ST,1,3,239,0,3,22,0,4,1,1,2,0,0,0,0,0,0,1,0,0,1,2023-09-13T16:43:19.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,215171916,0,1,1,1,122,,,,,
17026,JUNIPERO SERRA BLVD ON RAMP BETWEEN BROTHERHOOD WAY AND JUNIPERO SERRA BLVD,2,2,304,0,2,15,0,6,0,2,0,0,0,0,0,0,1,0,0,0,0,2023-09-18T20:10:56.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,417165,0,,1,1,,1,0,,,No sidewalk
7218,GILMAN AVE BETWEEN DONAHUE ST AND EARL ST,1,2,2265,0,4,35,1,5,10,2,4,0,0,0,0,0,1,1,0,0,0,2023-12-12T16:21:34.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,18151617,0,3,1,1,,1,10,,,
16296,TOPEKA AVE BETWEEN SILVER AVE AND QUINT ST,2,3,2324,0,3,7,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,2023-12-14T16:01:43.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,1516174,0,2,1,1,,,,,,
9405,MCALLISTER ST BETWEEN HYDE ST AND BREEN PL,1,2,2361,0,3,4,2,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2024-01-04T15:39:15.000,9 - Tenderloin,July 2023 - June 2024,0,0,17,0,2,1,1,1,,,,,
5861,06TH ST BETWEEN MARKET ST AND MISSION ST,1,4,2394,0,4,9,17,0,0,2,2,0,0,0,0,0,0,1,0,0,0,2024-01-05T16:26:43.000,23 - South of Market,July 2023 - June 2024,0,0,15175,0,2,1,1,,1,,,,
8579,KEARNY ST BETWEEN SACRAMENTO ST AND CLAY ST,1,2,2505,0,2,10,6,4,7,1,0,0,0,0,1,0,0,0,0,0,0,2024-01-12T18:10:36.000,21 - Chinatown,July 2023 - June 2024,0,0,17,0,,1,1,,,,,,
16339,TIFFANY AVE BETWEEN DUNCAN ST AND 29TH ST,2,3,2897,0,4,6,3,84,7,4,1,0,0,0,0,0,0,1,1,0,0,2024-02-29T16:24:37.000,3 - Bernal Heights,July 2023 - June 2024,0,0,17,0,3,1,1,,2,,,,
17056,HAHN ST BETWEEN HARMONIA ST AND BLYTHDALE AVE,2,3,3011,0,5,12,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2024-03-12T22:17:25.000,"10 - Portola, Visitacion Valley",July 2023 - June 2024,0,0,4171516,0,2,1,1,,,12,,,
12721,MARKET ST BETWEEN VAN NESS AVE AND PAGE ST,1,4,3721,0,5,4,2,2,1,1,2,0,0,0,1,0,0,0,0,0,1,2024-06-07T19:21:48.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,17,0,,1,1,1,,,,,
6219,CABRILLO ST BETWEEN 04TH AVE AND 05TH AVE,2,2,3867,0,2,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-06-25T20:00:57.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,17,0,,1,1,,,,,,
8131,MINNA ST BETWEEN 07TH ST AND 08TH ST,2,3,136,0,5,7,101,40,23,4,2,0,0,0,0,0,1,1,1,0,0,2023-08-30T16:59:48.000,23 - South of Market,July 2023 - June 2024,1,0,51716218,0,2,1,1,,1,5,,,
10450,SANSOME ST BETWEEN GREEN ST AND UNION ST,1,3,110,0,4,6,9,24,1,4,1,0,0,0,0,0,1,1,0,0,0,2023-08-29T20:16:27.000,17 - Financial District/South Beach,July 2023 - June 2024,0,1,17,0,2,1,1,,1,133,,,
10190,REDWOOD ST BETWEEN FRANKLIN ST AND END: 350-399 BLOCK,1,2,3752,0,5,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2024-06-13T17:52:06.000,22 - Western Addition,July 2023 - June 2024,0,,17,0,3,1,1,,,5890,,,Barricades
3002,21ST AVE BETWEEN LAWTON ST AND MORAGA ST,2,2,3,0,2,0,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-17T17:04:50.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,3,,,,,,,,
1874,33RD AVE BETWEEN LAWTON ST AND MORAGA ST,2,2,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-17T17:33:11.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,,,,,
1012,LAWTON ST BETWEEN 33RD AVE AND 34TH AVE,2,2,5,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2023-08-17T17:43:31.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,,1,,,,
8549,Jones St BETWEEN Francisco St AND Columbus Ave,2,4,6,0,3,1,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,2022-01-19T21:48:24.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,0,0,,,,,4,,Bucket with trash,,
11909,38TH AVE BETWEEN MORAGA ST AND NORIEGA ST,2,2,6,0,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-17T18:07:05.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,2,,,,,,,,
6444,NORIEGA ST BETWEEN 37TH AVE AND 38TH AVE,2,2,7,0,3,0,0,6,2,1,0,0,0,0,0,0,0,1,1,0,0,2023-08-17T18:19:37.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,3,,,,,,,,
118,North Point St BETWEEN Jones St AND Columbus Ave,1,2,8,0,2,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,2022-01-19T22:08:53.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,,,,,5,,,,,
9652,LAWTON ST BETWEEN 43RD AVE AND 44TH AVE,2,2,8,0,3,0,1,4,0,1,4,0,0,0,0,0,0,1,0,0,0,2023-08-17T18:41:17.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,,,,,
13482,Jefferson St BETWEEN Powell St AND Mason St,1,2,9,0,2,0,2,15,1,2,0,0,0,0,1,0,0,0,0,0,0,2022-01-19T22:33:30.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,,,,,,1,,,,
12811,Jefferson St BETWEEN Jones St AND Al Scoma Way,1,1,10,,2,1,101,16,0,1,0,0,0,0,1,0,0,0,0,0,0,2022-01-19T22:51:39.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,7,0,,,,,,,,,
8921,Leavenworth St BETWEEN Beach St AND Jefferson St,1,2,11,0,2,0,3,4,2,1,0,0,0,0,1,0,0,1,1,0,0,2022-01-19T23:03:10.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,,1,,,,,,,,
1430,44TH AVE BETWEEN IRVING ST AND JUDAH ST,2,2,11,0,3,0,0,15,1,1,1,0,0,0,1,0,0,1,0,0,0,2023-08-17T20:23:02.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,2,,,,,,,,
3159,Beach St BETWEEN Larkin St AND Polk St,1,2,12,0,1,0,1,6,1,2,0,0,0,0,1,0,0,0,1,0,1,2022-01-19T23:25:52.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,,2,,,1252,1,,,,
8829,LINCOLN WAY BETWEEN 41ST AVE AND 42ND AVE,2,2,13,0,2,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,2023-08-17T20:53:30.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,,,,,,
7811,Francisco St BETWEEN Larkin St AND Polk St,2,2,14,0,2,0,1,4,3,1,1,0,0,0,0,0,0,1,1,0,0,2022-01-19T23:53:18.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,,1,,,,,,,,
16857,IRVING ST BETWEEN 40TH AVE AND 41ST AVE,1,2,14,0,2,0,2,14,0,1,1,0,0,0,0,0,0,0,0,0,0,2023-08-17T21:06:43.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,,,,,,
5059,38TH AVE BETWEEN LINCOLN WAY AND IRVING ST,2,2,15,0,2,0,0,9,8,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-17T21:26:45.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,,,,,
3613,Hyde St BETWEEN Chestnut St AND Francisco St,2,3,17,0,1,0,0,5,5,2,0,0,0,0,0,0,0,1,1,0,0,2022-01-26T01:07:02.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,,3,,,,2,,,,
10038,IRVING ST BETWEEN 33RD AVE AND 34TH AVE,2,2,17,0,2,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,2023-08-17T21:59:04.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,,,,,,
713,Chestnut St BETWEEN Culebra Ter AND Polk St,2,3,18,0,2,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,2022-01-20T00:59:44.000,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,,2,,,,,,,,
1877,33RD AVE BETWEEN IRVING ST AND JUDAH ST,2,2,18,0,2,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-17T22:14:09.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,2,,,,,,,,
1468,California St BETWEEN Lyon St AND Presidio Ave,1,2,19,0,1,0,13,10,0,1,0,0,0,0,0,0,0,0,1,0,0,2022-01-20T21:32:32.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",January 2022 - December 2022,0,0,,,2,,,,,,,,
13048,LINCOLN WAY BETWEEN 32ND AVE AND 33RD AVE,2,2,19,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-08-17T22:22:25.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,,,,,,
1484,California St BETWEEN Baker St AND Lyon St,2,2,20,0,2,2,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,2022-01-20T21:42:48.000,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,0,0,,,,,1,,Plastic storage boxes,,
13376,JUDAH ST BETWEEN 25TH AVE AND 26TH AVE,2,2,20,0,2,0,6,13,7,1,0,0,0,0,0,0,0,0,0,0,1,2023-08-17T22:48:55.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,1,,,,,
9232,Jackson St BETWEEN Broderick St AND Baker St,2,2,22,0,2,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,2022-01-20T22:12:26.000,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,0,0,1,,,,,,Broken child scooter,,
15660,WALNUT ST BETWEEN SACRAMENTO ST AND CALIFORNIA ST,2,2,24,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2023-08-18T17:36:43.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,,,,,,,,,,
6421,Divisadero St BETWEEN Washington St AND Jackson St,2,2,26,0,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,2022-01-20T22:42:42.000,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,,1,,,,,,,,
4422,Divisadero St BETWEEN Clay St AND Washington St,2,2,30,0,4,3,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,2022-01-20T22:54:58.000,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,75,0,3,,,,1,,,,
13037,LOCUST ST BETWEEN PACIFIC AVE AND JACKSON ST,2,1,30,,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2023-08-18T20:09:38.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,,1,,,,,133,,,
16879,SPRUCE ST BETWEEN WASHINGTON ST AND CLAY ST,2,2,31,0,2,0,0,11,0,1,2,0,0,0,0,0,0,1,0,0,0,2023-08-18T20:40:59.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,,1,,,,,,,,
601,Ellis St BETWEEN Gough St AND Laguna St,2,4,32,0,4,0,5,6,1,4,3,0,0,0,1,0,0,1,1,0,0,2022-01-20T22:58:17.000,22 - Western Addition,January 2022 - December 2022,0,0,,,3,,,,1,,,,
3987,ARGUELLO BLVD BETWEEN SACRAMENTO ST AND CALIFORNIA ST,2,2,32,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-18T21:08:42.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,,1,,,,,,,,
71,Starr King Way BETWEEN Franklin St AND Gough St,2,2,33,0,2,0,4,53,4,1,4,0,0,0,1,0,0,1,1,0,1,2022-01-20T23:01:02.000,22 - Western Addition,January 2022 - December 2022,0,0,,,1,,,12456,,,,,
10588,LAKE ST BETWEEN 08TH AVE AND 09TH AVE,2,2,34,0,2,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,2023-08-18T21:39:15.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,,3,,,,,,,,
14038,Scott St BETWEEN Washington St AND Jackson St,2,2,35,0,2,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,0,2022-01-20T23:06:36.000,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,,2,,,,1,,,,
1900,Steiner St BETWEEN California St AND Perine Pl,1,2,40,0,3,0,7,4,0,1,1,0,0,0,0,0,0,1,1,0,0,2022-01-21T00:15:33.000,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,,1,,,,,,,,
9901,LANDERS ST BETWEEN 15TH ST AND ALERT ALY,2,2,40,0,3,0,0,1,8,1,1,0,0,0,0,0,1,1,0,0,0,2023-08-21T16:07:00.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,1,,,,,312,,,
5029,CHURCH ST BETWEEN 14TH ST AND MARKET ST,1,2,42,0,2,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,2023-08-21T16:37:49.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,,,,,,,,,
1841,Fillmore St BETWEEN Sacramento St AND Clay St,1,3,43,0,3,6,99,17,2,1,0,0,0,0,1,0,0,1,0,0,1,2022-01-21T00:30:33.000,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,70,0,2,,,125,,,Wine boxes,,
4378,15TH ST BETWEEN MARKET ST AND SANCHEZ ST,1,2,43,0,2,0,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,2023-08-21T16:54:32.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,,,,,,,,,
9917,SANCHEZ ST BETWEEN HENRY ST AND 15TH ST,1,2,44,0,2,0,0,3,9,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-21T17:08:13.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,2,,,,,,,,
6853,Hayes St BETWEEN Van Ness Ave AND Franklin St,1,2,46,0,3,1,0,10,13,1,0,0,0,0,1,0,0,1,0,1,1,2022-01-21T15:43:13.000,22 - Western Addition,January 2022 - December 2022,0,0,7,0,3,,,9,,,,0,
12282,ORD ST BETWEEN SATURN ST AND 17TH ST,2,2,48,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,2023-08-21T19:27:07.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,2,,,,,,,,
16796,ORD ST BETWEEN 17TH ST AND CORBETT AVE,2,3,49,0,2,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,2023-08-21T19:33:47.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,2,,,,,,,,
1744,EUREKA ST BETWEEN 18TH ST AND 19TH ST,2,2,52,0,2,0,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,2023-08-21T20:25:27.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,1,,,,,,,,
14279,THORP LN BETWEEN LAMSON LN AND CLOVER LN,2,1,53,,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2023-08-21T20:40:17.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,,,,,,3,,,
9987,CASELLI AVE BETWEEN DANVERS ST AND 19TH ST,2,1,57,,1,0,0,1,0,1,5,0,0,0,0,0,0,1,1,0,0,2023-08-21T21:17:59.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,1,,,,,,,,
9226,HANCOCK ST BETWEEN SANCHEZ ST AND NOE ST,2,2,59,0,2,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,2023-08-21T21:59:08.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,3,,,,,,,,
2825,NOE ST BETWEEN 20TH ST AND 20TH ST,2,1,60,,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2023-08-21T22:32:06.000,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,,,,,,,,,,
8423,Buchanan St BETWEEN Lombard St AND Chestnut St,2,3,62,0,4,1,0,8,0,2,1,0,0,0,1,0,0,1,0,1,0,2022-01-21T20:10:47.000,16 - Marina,January 2022 - December 2022,0,0,7,0,1,,,,1,,,0,
10337,PACHECO ST BETWEEN 43RD AVE AND 44TH AVE,2,2,62,0,2,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-22T16:33:57.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,,,,,
11648,QUINTARA ST BETWEEN 46TH AVE AND 47TH AVE,2,1,63,,1,0,0,4,11,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-22T16:47:26.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,,,,,
1312,Greenwich St BETWEEN Buchanan St AND Webster St,2,4,65,0,2,0,0,4,0,2,1,0,0,0,1,0,0,0,0,0,0,2022-01-21T20:52:14.000,16 - Marina,January 2022 - December 2022,0,0,,,,,,,1,,,,
9306,TARAVAL ST BETWEEN 40TH AVE AND 41ST AVE,1,2,65,0,3,0,1,4,9,5,5,0,0,0,1,0,0,0,0,0,1,2023-08-22T17:28:32.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,12,2,,,,
1576,39TH AVE BETWEEN SANTIAGO ST AND TARAVAL ST,2,2,66,0,2,0,0,40,4,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-22T17:44:32.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,,,,,
16154,ULLOA ST BETWEEN 41ST AVE AND 42ND AVE,2,2,67,0,2,0,0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,2023-08-22T17:58:11.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,1,,,,
5148,43RD AVE BETWEEN WAWONA ST AND SLOAT BLVD,2,2,69,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-22T18:21:24.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,,,,,
7860,GREAT HWY BETWEEN VICENTE ST AND CUTLER AVE,2,2,71,0,2,0,0,2,2,1,2,0,0,0,0,0,1,0,0,0,0,2023-08-22T19:37:48.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,,,3,,,
14463,Webster St BETWEEN Green St AND Union St,2,3,72,0,3,1,1,1,0,2,3,0,0,0,0,0,0,1,0,0,0,2022-01-21T22:06:59.000,16 - Marina,January 2022 - December 2022,0,0,6,0,3,,,,1,,,,
15440,YORBA ST BETWEEN EASEMENT AND 35TH AVE,2,1,72,,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,2023-08-22T20:15:13.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,1,,,,,,,,
136,SLOAT BLVD BETWEEN 19TH AVE AND 21ST AVE,2,4,77,0,4,0,0,10,14,1,0,0,0,0,0,0,1,1,1,0,0,2023-08-22T21:38:32.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,2,,,,,2,,,
16937,OCEAN AVE BETWEEN 25TH AVE AND 26TH AVE,2,2,78,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-08-22T21:59:32.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,,,,,,
9071,TARAVAL ST BETWEEN 28TH AVE AND 29TH AVE,1,2,79,0,2,0,2,0,9,1,1,0,0,0,0,0,0,0,0,0,0,2023-08-22T22:43:24.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,,,,,,,,,,
2955,21st St BETWEEN Valencia St AND Guerrero St,2,2,80,0,4,9,5,1,5,1,0,0,0,0,0,0,1,1,0,0,0,2022-01-22T00:12:02.000,20 - Mission,January 2022 - December 2022,0,0,45110,0,3,,,,,1213,golf clubs,,
12770,MARIPOSA ST BETWEEN DE HARO ST AND RHODE ISLAND ST,1,4,81,0,2,0,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,2023-08-28T19:30:19.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,,3,,,,,,,,
3040,20th St BETWEEN Valencia St AND Guerrero St,2,4,82,0,3,4,43,8,12,1,9,0,0,0,0,0,1,1,0,0,0,2022-01-22T01:03:23.000,20 - Mission,January 2022 - December 2022,0,0,4211,0,3,,,,,12,,,
16415,TEXAS ST BETWEEN MARIPOSA ST AND 18TH ST,2,3,82,0,4,0,0,7,0,1,6,0,0,0,0,0,0,1,0,0,0,2023-08-28T19:46:18.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,,3,,,,,,,,
13127,Liberty St BETWEEN Guerrero St AND Dolores St,2,2,83,0,2,0,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,2022-01-22T01:19:42.000,20 - Mission,January 2022 - December 2022,0,0,,,3,,,,,,,,
5443,Fair Oaks St BETWEEN 21st St AND 22nd St,2,2,84,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2022-01-22T01:34:57.000,20 - Mission,January 2022 - December 2022,0,0,,,3,,,,,,,,
3246,CONNECTICUT ST BETWEEN 17TH ST AND MARIPOSA ST,2,2,85,0,4,0,0,7,0,3,4,0,0,0,0,0,0,1,0,0,1,2023-08-28T20:11:28.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,,2,,,56,1,,,,
159,19TH ST BETWEEN MISSOURI ST AND CONNECTICUT ST,2,4,86,0,4,0,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2023-08-28T20:22:21.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,,,,,,,13,,,
4610,20TH ST BETWEEN 03RD ST AND TENNESSEE ST,1,2,88,0,2,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,1,2023-08-28T20:42:23.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,,,,,6,,,,,
2878,22ND ST BETWEEN MINNESOTA ST AND INDIANA ST,2,2,89,0,2,0,0,20,0,1,0,0,0,0,1,0,1,0,0,0,0,2023-08-28T20:55:44.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,,,,,,,2,,,
